 להר הבית במקלו ובאפונדתו ובאבק שעל	midrash.Midrash_Tanchuma_Buber.Vayikra.8		midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma.Pekudei.10:midrash.Yalkut_Shimoni_on_Nach.230:minor_tractate.Avot_D'Rabbi_Natan.35::::midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:bavli.Yevamot.12:	bavli.Yevamot.12:bavli.Yevamot.12:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Ki Tisa.25:midrash.Yalkut_Shimoni_on_Nach.499:::::bavli.Yevamot.12:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Yevamot.12:mishnah.Berakhot.9:
רגליו שלא ינהוג בו קלות ראש אפי' בחורבנו ˙˙	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Ezekiel.44	:::midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:bavli.Yevamot.12:mishnah.Mikvaot.9:yerushalmi.Yevamot.133:midrash.Yalkut_Shimoni_on_Torah.311:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Yalkut_Shimoni_on_Torah.456:::	:::bavli.Yevamot.12:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Yevamot.12:mishnah.Berakhot.9:mishnah.Berakhot.9:mishnah.Berakhot.9:::midrash.Midrash_Tanchuma.Bereshit.2::::
אמ' ה'ב'ה' את שבתותי תשמורו ומקדשי תיראו ˙ ומה	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Joshua.1	midrash.Midrash_Tanchuma_Buber.Vayikra.8:bavli.Yevamot.12:mishnah.Mikvaot.9:yerushalmi.Yevamot.133:midrash.Yalkut_Shimoni_on_Torah.311:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Yalkut_Shimoni_on_Torah.456:::midrash.Midrash_Tanchuma_Buber.Yitro.4:::::	bavli.Yevamot.12:mishnah.Berakhot.9:mishnah.Berakhot.9:mishnah.Berakhot.9:::midrash.Midrash_Tanchuma.Bereshit.2::::midrash.Pirkei_DeRabbi_Eliezer.44:::::
ראה להקיש שמירת שבת למקדש כך שנה ר' חייא	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Proverbs.2	::midrash.Midrash_Tanchuma_Buber.Yitro.4::::::midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Miketz.14:	::midrash.Pirkei_DeRabbi_Eliezer.44::::::midrash.Midrash_Tanchuma.Vaera.4:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Pesachim.209:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma_Buber.Vayikra.8:
הגדול כשם ששמירת שבת לעולם כך מורא מקדש	midrash.Midrash_Tanchuma_Buber.Vayikra.8		midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Miketz.14:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:	midrash.Midrash_Tanchuma.Vaera.4:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Pesachim.209:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Yitro.11:midrash.Yalkut_Shimoni_on_Nach.175:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Yalkut_Shimoni_on_Torah.71:minor_tractate.Avot_D'Rabbi_Natan.39:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:
לעולם ושלמה צווח מקום המשפט שמה הרשע	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Ecclesiastes.3	midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Miketz.14:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Yitro.11:midrash.Yalkut_Shimoni_on_Nach.175:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Yalkut_Shimoni_on_Torah.71:minor_tractate.Avot_D'Rabbi_Natan.39:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Yevamot.12:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Mishpatim.13:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Yalkut_Shimoni_on_Nach.968:
שלמה היה צופה היאך הרשעים מעמתין בית המקדש	midrash.Midrash_Tanchuma_Buber.Vayikra.8		midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:bavli.Yevamot.12:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Mishpatim.13:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Yalkut_Shimoni_on_Nach.968:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma_Buber.Achrei Mot.1:midrash.Midrash_Tanchuma_Buber.Achrei Mot.11:midrash.Midrash_Tanchuma.Vayikra.6::::
אמ' שלמה מקום שהיו סנהדרין יושבין ודנין דיני	midrash.Midrash_Tanchuma_Buber.Vayikra.8		midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:yerushalmi.Nazir.75:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma_Buber.Achrei Mot.1:midrash.Midrash_Tanchuma_Buber.Achrei Mot.11:midrash.Midrash_Tanchuma.Vayikra.6::::yerushalmi.Nazir.72:midrash.Midrash_Tanchuma_Buber.Bechukotai.5:bavli.Bava_Kamma.177:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Bamidbar.4:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:
ודיני מכות טמאות וטהרות משקצין ˙˙ ראה מה כי	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Ecclesiastes.7	midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayigash.5:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Kedoshim.4:	midrash.Midrash_Tanchuma_Buber.Bechukotai.5:bavli.Bava_Kamma.177:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Bamidbar.4:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:yerushalmi.Shekalim.4:bavli.Sanhedrin.174:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Shoftim.18:
ויבואו כל שרי מלך בבל וישבו בשער התוך נרגל 	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Jeremiah.39	midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayigash.5:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Kedoshim.4:yerushalmi.Nazir.32:midrash.Yalkut_Shimoni_on_Torah.101:	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Bamidbar.4:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:yerushalmi.Shekalim.4:bavli.Sanhedrin.174:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Shoftim.18::midrash.Yalkut_Shimoni_on_Torah.20:
שראצר שמגר נבו שר שכיס רב סריס ˙ וכת' על הר	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Genesis.21	midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Kedoshim.4:yerushalmi.Nazir.32:midrash.Yalkut_Shimoni_on_Torah.101:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8::bavli.Moed_Katan.40::::	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Shoftim.18::midrash.Yalkut_Shimoni_on_Torah.20:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6::::::
ציון ששמם שועלים הלכו בו ˙ אמר לו ה'ב'ה' אתה	midrash.Midrash_Tanchuma_Buber.Vayikra.8	Zechariah.11	midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Kedoshim.4:yerushalmi.Nazir.32:midrash.Yalkut_Shimoni_on_Torah.101:midrash.Midrash_Tanchuma_Buber.Vayikra.8:midrash.Midrash_Tanchuma_Buber.Vayikra.8::bavli.Moed_Katan.40:::::::	midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Shoftim.18::midrash.Yalkut_Shimoni_on_Torah.20:midrash.Midrash_Tanchuma.Vayikra.6:midrash.Midrash_Tanchuma.Vayikra.6:::::::::
